7087327,15830506,Lize & Greg,2014-05-21,0.92,0.91,26,"Capitol Hill, Lincoln Park",DC,20003,38.890046391229106,-77.00280809585989,House,Entire home/apt,4,1.0,1,2,0.0,160.0,1125.0,5225.0,100.0,115.0,1,0.0,1,1125,0,0,8,283,0,,,0,0,0,0,0,0,0,0.0
975833,5338703,Sebastian,2013-03-05,0.9,1.0,1,"Capitol Hill, Lincoln Park",DC,20003,38.8804128178772,-76.99048486656278,House,Entire home/apt,6,3.0,3,3,0.0,350.0,0.0,0.0,0.0,100.0,1,0.0,2,30,12,38,68,343,65,2013-03-22,2015-09-28,94,10,9,10,10,9,9,2.11
8249488,1487418,Craig,2011-12-09,0.9,1.0,2,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",MD,20782,38.95529092001294,-76.98600573987196,House,Private room,1,2.0,1,1,0.0,50.0,300.0,700.0,0.0,0.0,1,0.0,2,1125,0,30,60,60,1,2015-09-10,2015-09-10,0,0,0,0,0,0,0,1.0
8409022,16970249,Christopher,2014-06-18,1.0,0.0,1,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",DC,20024,38.87213387626038,-77.01963879029286,House,Private room,2,1.0,1,1,0.0,95.0,0.0,2650.0,0.0,0.0,1,0.0,1,1125,30,60,90,365,0,,,0,0,0,0,0,0,0,0.0
8411173,30369828,Joshua,2015-03-31,0.92,0.67,1,"Colonial Village, Shepherd Park, North Portal Estates",MD,20910,38.996381629604855,-77.04154100805377,Townhouse,Entire home/apt,4,1.0,1,1,0.0,50.0,400.0,1500.0,450.0,15.0,2,15.0,7,1125,16,46,76,351,0,,,0,0,0,0,0,0,0,0.0
8634774,951119,Todd,2011-08-10,1.0,1.0,1,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",DC,20024,38.86248633332464,-77.01506201226306,Boat,Entire home/apt,4,1.0,2,4,0.0,99.0,0.0,0.0,0.0,0.0,2,25.0,1,1125,26,56,86,361,0,,,0,0,0,0,0,0,0,0.0
8498095,4628,Michelle,2008-11-25,1.0,0.0,1,"Takoma, Brightwood, Manor Park",DC,20012,38.974737662363566,-77.02707576392561,Condominium,Entire home/apt,4,2.0,2,2,0.0,100.0,550.0,0.0,150.0,50.0,2,40.0,3,1125,13,13,17,21,0,,,0,0,0,0,0,0,0,0.0
8513660,3671500,Shahrzad,2012-09-25,1.0,0.0,1,"Woodridge, Fort Lincoln, Gateway",MD,20712,38.941485630053414,-76.96848475174315,Apartment,Entire home/apt,2,1.0,1,1,0.0,100.0,0.0,0.0,0.0,0.0,1,0.0,1,1125,30,60,90,365,0,,,0,0,0,0,0,0,0,0.0
8298145,5159038,Qianwen,2013-02-20,0.94,0.99,8,"Capitol View, Marshall Heights, Benning Heights",MD,20743,38.88010495915033,-76.91903054173277,House,Private room,2,1.5,1,1,0.0,38.0,250.0,800.0,0.0,0.0,1,10.0,2,180,25,55,85,360,1,2015-09-15,2015-09-15,100,10,10,10,10,10,10,1.0
295345,347309,Eden Park,2011-01-14,1.0,1.0,9,"Takoma, Brightwood, Manor Park",MD,20912,38.9755924466805,-77.01071326308973,Bed & Breakfast,Private room,2,0.0,1,1,0.0,71.0,415.0,1500.0,0.0,10.0,1,0.0,2,365,17,47,77,352,4,2014-10-05,2015-05-25,90,10,9,10,8,10,10,0.33
1745866,9188872,Danielle,2013-10-02,1.0,1.0,1,"Takoma, Brightwood, Manor Park",MD,20912,38.98006671427942,-77.01553789567818,House,Entire home/apt,4,1.5,2,2,0.0,97.0,580.0,2100.0,250.0,50.0,4,25.0,4,1125,0,0,3,3,5,2013-12-02,2014-08-03,88,9,9,10,10,9,9,0.22
7678268,21704152,Matt,2014-09-23,0.88,1.0,1,"Colonial Village, Shepherd Park, North Portal Estates",MD,20910,38.99593774850085,-77.03614116908322,Apartment,Entire home/apt,1,1.0,1,1,0.0,55.0,299.0,999.0,100.0,0.0,1,0.0,3,1125,0,0,0,0,1,2015-09-28,2015-09-28,100,10,6,10,10,10,10,1.0
8457865,44519208,Angeli,2015-09-18,0.0,0.0,1,"Colonial Village, Shepherd Park, North Portal Estates",MD,20910,38.992049962635534,-77.04652369251919,Condominium,Private room,2,1.0,1,1,0.0,50.0,0.0,0.0,150.0,20.0,1,10.0,2,14,30,60,90,365,0,,,0,0,0,0,0,0,0,0.0
6757134,3736766,Anne,2012-10-02,0.68,0.73,7,"Colonial Village, Shepherd Park, North Portal Estates",MD,20910,38.990226448992075,-77.02981677137574,Apartment,Entire home/apt,2,1.0,0,1,0.0,99.0,0.0,0.0,0.0,125.0,1,0.0,7,1125,30,60,90,339,0,,,0,0,0,0,0,0,0,0.0
295346,347309,Eden Park,2011-01-14,1.0,1.0,9,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",MD,20912,38.97553591505653,-77.00896191706896,Bed & Breakfast,Private room,2,0.0,1,1,0.0,60.0,400.0,1350.0,0.0,10.0,1,0.0,2,1125,26,56,86,361,2,2015-05-17,2015-05-20,90,10,9,9,8,10,10,0.43
8479636,44659281,Aaron,2015-09-20,1.0,0.83,1,"Woodridge, Fort Lincoln, Gateway",MD,20712,38.940708848204196,-76.96570499365978,House,Private room,2,1.0,1,1,0.0,52.0,0.0,0.0,0.0,0.0,2,15.0,1,1125,24,54,84,359,1,2015-09-27,2015-09-27,80,10,8,10,10,10,10,1.0
2310297,11798122,Michael,2014-01-30,1.0,1.0,1,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",MD,20782,38.96183847862989,-76.99393298218185,Condominium,Private room,1,1.0,1,1,0.0,23.0,0.0,0.0,0.0,5.0,1,10.0,1,1125,3,28,58,333,1,2015-10-01,2015-10-01,100,10,10,10,10,10,10,1.0
6556520,34290236,Ayesha,2015-05-26,0.0,1.0,1,"Colonial Village, Shepherd Park, North Portal Estates",MD,20910,38.99203001005236,-77.03090636830514,Apartment,Shared room,2,1.0,1,2,0.0,200.0,0.0,0.0,100.0,0.0,1,0.0,1,1125,28,58,88,363,0,,,0,0,0,0,0,0,0,0.0
8519782,4218349,Paul Joseph,2012-11-22,0.83,0.8,1,"North Michigan Park, Michigan Park, University Heights",MD,20712,38.94441967375253,-76.96808640460867,Apartment,Entire home/apt,4,1.0,2,2,0.0,40.0,0.0,0.0,0.0,0.0,1,0.0,1,1125,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0
8606980,45276150,Francoise,2015-09-28,0.0,0.0,3,"Takoma, Brightwood, Manor Park",MD,20912,38.98394170127895,-77.01972978527805,Bed & Breakfast,Private room,2,1.0,1,1,0.0,135.0,0.0,0.0,0.0,0.0,1,0.0,1,1125,30,60,90,365,0,,,0,0,0,0,0,0,0,0.0
